function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K09024,618.4,577,98,20.4,4,1,181,331,463,370,206,29,380,232.8,494.4,282,177.4,5.8,138,103,225,182,196,9
K09065,250,223,86,66,6,7,231,145,115,133,115,6,62,55,66,59,35,5,125,65,242,176,185,16
K09116,26.5,16.5,30,181.75,1747.25,1240.5,60,97.25,77,123.5,329,1492.75,25,16.75,20.5,72.75,535.75,1452.5,61,103,182,102.5,54.5,716.75
K09117,14494.7,12773.16,12107.16,15220.28,14305.25,8202.33,11083.83,10262.91,12768,11596.5,21717.5,14208.58,6887,5230.98,7234.87,7723.58,16729.28,2811.23,10282.66,10822.92,19184.17,12473.58,8691.42,12420.58
K09118,164.5,145.5,392.5,635,736.5,558.5,651.5,595,468,652,743.5,185.5,275,212.5,348.5,436,631,152.5,415,407.5,1083,646.5,326.5,289.5
K09120,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09121,453,355,757,924,2363,1714,1180,948,770,1104,851,349,462,394,448,454,556,553,950,494,1381,1032,673,630
K09122,88.5,78.5,551.5,2592,3384.5,1929.5,367.5,404,388,568,1686.5,2738.5,156,133.5,188.5,620,2446,587.5,199,894.5,1150,466.5,178.5,2957.5
K09123,3372,2931,613,70,1,4,328,574,549,592,428,32,480,352,494,367,264,4,682,327,1116,681,747,40
K09125,13069.5,11422.33,7592.83,3747.33,1794.5,1010.33,7177.83,6865.33,9290.17,6936.17,6802.67,758.83,5413,3969.5,5315.17,3734.83,2874.83,398.5,7622.83,5117.5,11769.5,8994,7113.17,996
K09127,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K09128,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09129,6,3,13,64,888,586,28,30,45,47,21,99,15,20,15,17,77,223,22,12,33,32,23,123
K09131,1243.7,1058,1887,4156.2,4576,2978.5,1933.5,1521,1291,1884,2919.5,3585.5,895.5,697.9,990.7,1275.5,3078.7,939.9,1680.5,1614.75,3158,1972.75,1202.75,3513
K09134,1811,1471.33,1318.83,1716.83,3326,2441.33,1988.33,2191.33,1663.17,2398.17,1532.17,643.33,838,664.5,786.67,949.83,1391.83,780,1491.33,1037.5,2679,1945.5,1444.67,949.5
K09136,94.2,74.66,108.66,277.2,1725,1148,182,124.66,130.66,162.66,212.66,297,107,61.06,102.2,112,234.2,419.06,151.66,162.34,369.34,430.66,127,412.66
K09137,47.5,44.5,140.5,375,1459.5,1179.5,205.5,274,213,284,307.5,780.5,123,78.5,190.5,261,770,390.5,73,170.5,365,254.5,87.5,367.5
K09138,51.5,41.5,123.5,342,620.5,503.5,223.5,263,214,298,289.5,194.5,106,86.5,114.5,223,480,131.5,115,210.5,485,305.5,102.5,364.5
K09140,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09141,304.5,227.5,537,715.75,2334.25,1615.5,661,534.25,392,624.5,910,1568.75,277,213.75,247.5,303.75,795.75,1560.5,570,388,978,636.5,379.5,949.75
K09142,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09143,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,19,5.75,16.5,13.75,11.75,3
K09148,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09152,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09153,42,39,154,137,118,77,214,154,136,211,295,10,103,68,166,134,82,22,197,143,444,247,126,34
K09154,41.7,40.5,115.5,244.2,50.5,19.5,191.5,229,187,242,241.5,76.5,150,76.9,164.7,200,416.2,6.9,70,149.5,344,237.5,74.5,71.5
K09155,3,1,1,4,40,27,5,33,13,23,9,5,0,0,1,2,7,17,2,6,11,8,9,10
K09157,3.5,2.5,16,102.75,1022.25,576.5,26,23.25,21,37.5,270,1390.75,6,2.75,6.5,31.75,478.75,1286.5,9,38,32,21.5,11.5,537.75
K09158,2454,2195.16,4464.16,11004.83,10271,5687.33,3519.33,3324.66,3389.5,4420,14153.5,11949.83,1287,1095.33,1639.17,3744.33,13198.83,868.33,2250.16,5746.42,7028.17,3277.58,1849.92,10579.83
K09159,11210.7,9998.83,7311.83,5410.7,2932.5,1751,6534,6040.33,8653.83,6217.83,7637.83,3638,5158,3773.23,5189.2,3972,4931.7,568.23,7038.33,5131.92,11073.17,8201.08,5919.75,3357.83
K09160,6741.7,6108.83,5649.83,11850.7,10870.5,6019,4283,4218.33,4809.83,5648.83,15147.83,12026,2759,2226.23,3217.2,4869,13962.7,1108.23,4430.33,6693.92,9523.17,4893.08,3176.75,10682.83
K09162,178,144,389,399,184,121,630,458,406,629,610,30,280,216,347,304,215,33,573,339,970,618,349,73
K09163,5,1,13,28,3,2,19,21,9,18,5,0,10,11,8,9,2,1,20,14,30,39,23,4
K09164,1157.5,927.83,517.33,447.83,369.5,235.83,664.83,988.33,763.17,1176.17,490.67,85.83,333,264,311.17,336.83,418.83,75.5,673.33,364,899,696,677.17,151
K09165,1004.5,754.33,407.83,617.33,2718,1807.33,920.33,1065.83,808.17,1021.17,600.17,469.83,404.5,257.5,355.67,463.83,791.83,681,444.33,481.5,1205,902,716.17,632
K09166,500.5,409,217.5,120,49,41,346.5,472.5,387,479,195,11,251,202,259.5,176.5,131.5,19,452.5,205.5,518.5,482,379,53
K09167,179.5,134.16,75.16,108.83,25,9.33,84.83,120.16,87.5,143.5,54,4.83,68,37.33,133.17,121.83,57.33,11.83,106.16,74.17,205.67,256.83,132.17,14.33
K09181,333.2,298.83,685.33,1616.2,8897.5,6257.5,777.5,741.83,585.33,777.83,720.33,1893,347,242.23,426.7,588,1670.7,2216.73,450.83,544.92,1183.17,948.58,404.25,1791.33
K09190,2.7,0.5,0,0.2,0,0,0.5,0,1,1,1,0,48.5,1.4,55.2,5.5,0.7,1.4,2.5,4,7,10.5,11.5,0
K09252,3,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,8,16,11,20,1
K09384,1.5,1,14,33.5,2,1.5,11.5,14,10,14,32,5.5,1.5,2,2.5,11.5,14,1,9,28,32.5,16.5,7,13.5
K09386,2547.5,2356.5,1872,2613.5,1541,712.5,1637,1730.5,1958.5,2238.5,2040.5,274,1489,1187,1525,1309.5,1237.5,146,2500.5,1442.5,3308,2110,1566.5,381
K09456,701.5,624.5,654,541,367,221.5,650.5,736,865,1013.5,485.5,40.5,780,586.5,829,533.5,311.5,56.5,1588.5,517,1279.5,1006,714.5,63
K09457,2518.2,2441,6057.5,14738.95,15082.75,8622,4851.5,3948.25,4079,5388.5,16675.5,14003.25,1887,1584.65,2274.2,4658.75,15076.95,2942.4,3353,6995.5,9954,4644,2556,12146.25
K09458,10998.1,9678.32,10301.82,17818.18,22557.75,14337.83,9679.83,9366.07,8976.66,11384.16,20199.66,15219.08,5287.5,4092.44,5719.77,7300.58,17796.18,4688.69,8724.82,9567.01,17104.01,10580.99,6975.17,14144.74
K09459,417,382,449,329,319,205,780,554,494,731,962,67,318,262,296,248,203,44,675,457,1484,831,503,116
K09461,447,361.5,333.5,116.5,22,15.5,212,257,285,323,146,7,263,191.5,231,189,106,7,614.5,203.5,536.5,404,354,17
K09471,6240,5585.5,3159.5,2792.5,1509,695.5,3367,3330,3539,3950,3239,337,2408,1881.5,2370,1965,1686,146,3989.5,2004.5,5510.5,3577,2731,440
K09472,8320,7464.5,6403.5,1699.5,74,48.5,6720,5899,8771,5903,5795,339,4944,3614.5,4941,3222,2007,56,6595.5,3843.5,9091.5,7356,5325,368
K09474,3.7,8,15,33.7,3,1.5,20.5,25,19,24,43,7.5,69.5,32.4,78.7,27.5,55.2,151.4,12,42,52.5,28.5,36,16.5
K09482,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09516,31,32,119,189,40,10,99,56,52,122,124,19,21,21,38,45,69,2,49,47,167,86,42,17
K09591,95,100,9,1,0,2,60,32,16,29,31,2,8,9,18,13,14,1,14,16,63,33,56,1
K09607,0,0,0,0,0,0,5,3,2.5,2,3,1.5,0,1.5,0,1.5,0,0.5,9.5,7,10.5,117,10.5,0.5
K09680,255,219,70,34,0,4,212,117,93,109,109,5,45,40,53,48,28,1,82,48,214,115,160,7
K09684,0,0,0,0,0,0,0,0,0,0,0,0,48,2,162,140,36,14,0,0,2,4,0,0
K09688,487.7,410,108.5,28.7,8,7,111.5,106,121.5,128.5,94.5,5,181,110.9,149.2,90,79.7,157.4,159.5,103.5,196.5,265,163,7.5
K09689,2445.7,2153.5,800,127.2,24,22.5,1197.5,1508,1964.5,1995.5,817.5,50,1633,1283.4,1579.2,1055,553.7,170.4,2629,853,1989,1814,1383,50.5
K09690,1330.5,1193.83,1180.33,3139.33,4504.5,2634.83,1271.33,1364.33,1127.67,1491.17,2243.67,2953.33,660.5,542,731.17,1044.33,2916.33,844,1032.33,1272,2240.5,1312.5,946.67,3179.5
K09691,1033.5,886.33,1076.83,3143.33,3502.5,1965.83,1101.33,1161.83,932.17,1230.67,2108.17,2802.83,494.5,393,568.67,970.83,2758.33,590.5,771.83,1219,1997,1089.5,760.67,3059.5
K09694,0,0,0,0,0,0,0,0,0,0,0,0,48,2,162,140,36,14,0,0,2,4,0,0
K09695,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K09696,160.5,154.33,175.83,248.5,92,50,123.5,89.83,91.33,173.33,199.33,36,42.5,27.83,51,62,92.5,8.83,99.83,99.67,282.67,259.33,91,51.33
K09697,230.5,223.33,325.83,486.5,180,98,235.5,156.83,164.33,327.33,391.33,70,70.5,49.83,91,115,177.5,16.83,161.83,179.67,515.67,374.33,142,97.33
K09698,233,275,727,1552,878,343,356,308,268,418,945,185,163,126,153,257,537,42,247,446,842,369,163,234
K09699,173,150.33,111.33,47,9,3,125,93.33,77.83,102.33,87.33,5.5,88,69.83,73,62.5,81,150.83,174.83,98.67,271.17,298.33,199.5,12.83
K09700,44.5,43.5,153.5,440,581.5,592.5,206.5,244,205,272,329.5,685.5,104,78.5,121.5,261,712,136.5,84,208.5,422,260.5,81.5,268.5
K09701,11133,9924.83,6704.83,2864.75,1251.75,947,6123.5,5804.58,8349.83,5842.33,6396.83,2391.75,5008.5,3704.08,5000.5,3517.25,3331.75,1446.83,6848.83,4328.92,10132.67,7863.08,5722.75,1152.08
K09702,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K09703,814,768,888,224,12,0,1567,1135,1163.5,1245,958,35.5,567,424.5,537,400.5,276,6.5,1009.5,379,1493.5,1157,712.5,44.5
K09704,0,0,2,2,44,34,0,0,0,0,0,10,0,0,0,0,5,25,0,0,0,0,0,13
K09705,1185.7,1075.5,1241,3088.2,2220,1102.5,819.5,825.5,807.5,1100,2023,2488.5,656.5,473.9,666.2,848.5,2234.7,244.4,1297.5,1292.5,2140,1115,821.5,2638.5
K09706,5,3,8,1,0,0,10,6,9,9,21,1,13,12,29,7,10,0,2,0,0,4,0,0
K09707,240,284.33,736.33,1554,879,342,340,294.33,253.83,398.33,913.33,157.5,163,115.83,153,252.5,534,42.83,251.83,457.67,849.17,477.33,175.5,218.83
K09709,823.5,817.5,1026,1608,897,355.5,659.5,663,679,838.5,1135.5,162.5,550,384.5,526,500.5,650.5,49.5,974.5,735,1587.5,901,691.5,246
K09710,15557.7,13656.16,10718.16,8398.28,7892.25,5249.33,11426.83,10450.91,12574,11005.5,11538.5,6078.58,7203,5367.98,7215.87,5828.58,7427.28,2755.23,10656.66,7452.92,17226.17,12766.58,9489.42,5349.58
K09716,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09717,41.5,34.5,107.5,242,50.5,19.5,178.5,217,171,234,229.5,76.5,96,75.5,105.5,191,415,5.5,65,144.5,335,227.5,72.5,71.5
K09721,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09722,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09723,20,18,26,8,2,0,46,26,12,16,4,0,6,6,8,10,4,0,36,10,18,24,10,0
K09726,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09729,10,7,16,100,556,468,45,46,43,64,60,114,10,11,9,32,64,124,50,66,149,77,30,195
K09732,0,0,0,1,9,21,0,0,0,0,0,12,0,0,0,0,3,6,0,0,0,0,0,15
K09735,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09736,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09738,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09740,408,363,149,185,1746,1167,373,435,561,625,245,263,448,371,423,300,287,439,891,283,665,544,364,390
K09741,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09744,269,307,734,1555,938,412,391,364,281,408,925,162,178,128,167,266,549,62,243,443,828,363,172,217
K09747,15388.2,13587.16,11202.66,9635.78,8426.25,5376.33,11351.33,10478.41,12629.5,11097.5,12151.5,6019.08,7256.5,5410.98,7172.87,5894.08,7726.78,2686.23,10689.66,7749.92,17523.67,12818.58,9366.92,5382.08
K09748,8906.7,7828.16,4779.16,5637.28,6413.25,4297.33,6067.83,5976.91,5677,6853.5,6325.5,5405.58,3512,2715.98,3557.87,3414.58,5394.28,2467.23,5878.66,3719.92,9303.17,6173.58,4702.42,4507.58
K09749,17,16.66,37.66,169,2668,1760,13,8.66,17.66,19.66,18.66,300,12,4.66,12,38,226,670.66,33.66,52.34,57.34,253.66,35,370.66
K09760,14472.5,12818.16,10328.16,8946.08,8265.25,5308.33,10461.83,9795.91,11952,10436.5,11187.5,6040.58,6767,5036.58,6773.67,5661.58,7533.08,2751.83,10028.66,7053.92,15904.17,11679.58,8472.42,5292.58
K09761,16032.7,14183.16,11474.16,9902.28,8713.25,5559.33,11805.83,10790.91,12878,11455.5,12471.5,6130.58,7411,5512.98,7409.87,6112.58,7921.28,2797.23,10939.66,7916.92,18177.17,13184.58,9737.42,5487.58
K09762,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K09763,730,689,269,275,98,52,405,501,585,565,435,94,316,265,416,342,271,13,241,217,531,348,313,78
K09764,311,238,614,845,2246,1576,888,700,578,830,697,326,328,284,308,350,464,511,701,384,1099,799,506,598
K09765,1243.5,1137.5,3461,8260.75,9551.25,5313.5,2628,2013.25,2314,2824.5,12227,10062.75,811,738.75,1171.5,2908.75,10868.75,1987.5,1529,4588,5187,2173.5,1167.5,8322.75
K09767,5875,5245.83,5987.33,4773.75,2888.75,1723,5363,4509.58,6795.83,4378.33,6982.83,4786.75,3533,2523.08,3555.5,2839.75,4547.25,1483.33,4567.83,4188.42,8450.67,6331.58,4193.25,3640.58
K09768,5698.2,5053,2503.5,4157.45,4212.75,2494.5,2168,2540.25,2728.5,3180,3694.5,4835.75,2072,1587.65,2174.7,2166.75,4216.45,1889.4,3203,2327.25,4814.5,3080.25,2265.25,3628.25
K09769,12397.7,10929,7519.5,3265.45,2456.25,1850,6943,6451.25,9065,6448.5,6686,1919.75,5558,4107.65,5522.7,3742.75,3112.95,1719.9,7732.5,4909.5,11318.5,8955.5,6842.5,1341.75
K09771,737.7,683.5,404,449.95,565.25,413.5,632,643.25,757.5,780.5,983,1322.25,569,409.65,768.7,551.25,789.95,1299.4,541.5,404.75,1116,798.25,482.75,447.25
K09772,39,48,76,166,22,11,136,144,91,101,82,15,45,25,119,131,83,11,38,66,118,59,87,19
K09773,7683.2,6887.33,7226.33,5243.2,2824,1682,6968,5464.33,7975.83,5367.33,7558.33,3522.5,4342,3091.23,4325.2,3231.5,4206.2,550.23,5936.83,4847.42,10393.67,7786.08,5503.25,3265.83
K09774,6574.2,5909.83,5697.33,12115.45,12673.75,7202.5,4510.5,4421.58,5004.83,5844.83,15574.83,13515.75,2788,2278.98,3249.2,4967.25,14534.95,2575.23,4488.33,6802.42,9779.17,5003.08,3228.25,11435.08
K09775,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K09776,89,81,81.5,52,37,25,17.5,27,32.5,26,11,5,28,27,27,23.5,26.5,10,46,34,66.5,47.5,36,25
K09777,12,8,24,174,1702,1133,45,47,47,69,67,248,13,12,13,48,174,413,50,77,153,78,32,369
K09778,1953.2,1775.5,2055.5,3489.45,4001.25,2376.5,2123.5,1844.25,1555,2249,2875.5,1958.25,1120,874.15,1135.7,1167.25,2026.45,1888.4,1915,1538.5,3730,2303.5,1587,1490.75
K09779,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K09780,3552,3300.33,5131.83,11754.25,10842.75,6009.5,4289,3888.58,4403.83,5198.33,14943.83,12919.75,2278,1902.58,2643.5,4569.75,13905.25,2007.33,3943.33,6453.92,8793.17,4459.58,2691.25,10727.58
K09781,1332.2,1123.66,474.16,130.45,129.75,57,784,1006.41,1020.66,1228.16,725.16,1294.75,820.5,623.31,805.2,551.25,677.95,1217.06,1317.16,502.59,1090.34,1050.41,838.25,421.41
K09786,81.2,76.33,130.33,115.2,901,593,75,59.33,54.83,69.33,83.33,132.5,98,35.23,92.2,65.5,110.2,225.23,97.83,61.42,140.67,206.08,64.25,149.83
K09788,1257.5,1243.66,398.16,420.75,1525.25,1173.5,477.5,683.91,784.16,806.66,886.66,2145.25,477,365.91,575,512.75,1120.25,1400.16,479.16,379.59,838.34,643.41,514.75,808.41
K09789,3,1,1,1,9,21,5,33,13,23,9,12,0,0,1,2,4,6,2,6,11,8,9,15
K09790,4568,3975.83,1715.83,1334.5,1368,1062.5,1546,1782.33,1912.83,2245.33,1388.33,785.5,1481,1169.33,1401,1258.5,1193,275.83,2719.33,1153.92,3132.17,2287.08,1693.25,465.83
K09791,7214.7,6433.83,6351.83,12695.7,13152.5,7626,5548,5143.33,5611.83,6694.83,16091.83,12388,3157,2584.23,3605.2,5284,14476.7,1628.23,5279.33,7170.92,11026.17,5909.08,3879.75,11317.83
K09792,1964.5,1699.66,3780.66,11050.08,10602.75,5859.83,2235.33,2649.91,2566,3605,13692,13252.58,977.5,879.58,1390.17,3634.58,13706.58,1979.83,1647.16,5633.42,6185.17,2806.08,1485.92,11022.08
K09793,1156,886.83,396.33,234.33,106.5,60.83,857.83,1102.83,764.17,1089.17,410.67,50.33,381.5,270,320.17,271.83,183.83,36.5,649.33,355,1026,811.5,774.67,76.5
K09794,1246,1048.83,752.83,534.25,788.25,716.5,1089.5,1032.58,1039.83,1319.33,1193.83,1984.75,813,656.58,733.5,612.75,988.25,1205.83,1553.83,674.92,1710.67,1356.58,916.25,814.58
K09795,145.2,123,52,20.2,17,11,49,52,35,49,66,7,128,54.4,173.2,47,66.2,61.4,95,49,139,90,135,9
K09796,6606.9,5885.83,2572.83,3960.4,2895,1730,2412.5,2792.33,3096.83,3419.33,3494.33,3406,2393.5,1806.13,2577.9,2295,3551.4,546.63,3502.33,2327.92,5085.67,3233.58,2610.25,3049.33
K09797,61,47.33,112.83,242,51.5,19.5,205,273.33,196.83,285.33,257.83,81,113.5,103.33,112.5,195,444.5,59.33,88.33,183.17,392.17,376.33,131.5,78.33
K09798,615.7,584.33,731.83,1503.95,2973.25,2097.5,786.5,564.58,452.83,690.33,1007.33,2188.25,421,329.98,434.2,530.75,1213.45,1841.23,886.83,640.92,1546.67,1008.08,608.75,1046.08
K09799,4,6.5,13,38.5,35,18.5,8.5,6,16,27,44,33,1.5,1.5,4,13.5,38.5,3.5,14.5,45,47.5,27.5,23.5,46.5
K09800,1368.7,1198.33,1440.33,3229.7,2900.5,1657,1350.5,1417.33,1504.83,1784.33,2434.83,3329,1145,879.23,1108.7,1285.5,3100.2,587.73,2056.33,1604.67,2784.67,1916.83,1212,2997.33
K09801,1311.5,1282.83,4032.33,10814.5,10238.5,5658,2902.5,2394.33,2748.83,3411.83,13792.83,11925,988.5,850.83,1363,3527.5,13056,858.33,1669.33,5496.42,6280.17,2668.58,1248.25,10553.33
K09803,255.9,254.5,199,377.4,1125,915,153.5,201.5,205.5,312,326.5,304,243,130.3,342.9,195,314.4,298.3,123,229.5,354.5,204.5,124.5,472.5
K09804,75.5,56.5,199,173.75,228.25,124.5,324,241.25,219,343.5,688,1259.75,131,109.75,121.5,116.75,457.75,1066.5,296,222,646,355.5,187.5,408.75
K09806,1379,1256.33,1125.83,3027.5,2246.5,1353.5,1256.5,1217.33,1298.83,1601.33,2317.33,3266.5,912,709.33,926,1151.5,2935,293.33,1450.83,1386.92,2324.67,1493.08,914.25,2901.83
K09807,1344.7,1099.66,669.16,494.7,566,326.5,740.5,814.66,702.66,845.66,459.66,102,656.5,430.56,713.2,540.5,418.7,389.06,1068.66,550.59,1225.34,1129.91,869.25,163.66
K09808,17387.7,15165.65,14292.65,17902.69,17095,10170.49,13430.99,12767.15,14784.17,14264.17,23496.67,13582.99,7975,6041.56,8285.71,8741.99,17827.19,2490.06,12134.15,12399.09,22660.84,15196.91,10861.76,12942.16
K09809,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K09810,15827.2,13959.99,13628.49,17265.86,16498.5,9798.66,12375.66,11373.49,13768.17,12803.17,22879.67,13430.66,7547,5756.73,7905.04,8319.16,17332.86,2328.23,11286.99,11854.92,21284.67,14002.08,9860.09,12676.83
K09811,3660.7,3126.16,3254.16,6126.28,7497.25,4866.33,3806.83,3870.91,3427,4667.5,4854.5,5467.58,2180,1663.98,2188.87,2589.58,5082.28,2661.23,4059.66,3063.92,6443.17,4248.58,2980.42,4741.58
K09812,3595.7,3093.16,3108.16,6033.28,7496.25,4868.33,3637.83,3792.91,3443,4641.5,4868.5,5496.58,2138,1654.98,2136.87,2548.58,5064.28,2661.23,3932.66,3050.92,6407.17,4142.58,2903.42,4752.58
K09815,7066,6327.5,3583.5,4113.25,5365.75,3492,3792,3725.75,3957,4488.5,5064.5,7595.75,2552,1993.75,2554,2475.25,4978.25,4174.5,4324.5,2697.25,6420,4163.75,3157.75,4856.75
K09816,4133,3924.5,5928.5,13155.75,13807.75,7824,4648.5,4333.25,4875,5885,16171.5,13755.25,2585.5,2138.25,2929.5,4919.75,14829.75,2653,4388,7011.25,9775.5,4892.75,2997.25,11835.25
K09817,3885,3620.5,5987.5,13351.75,14280.75,8285,4810.5,4475.25,5006,6031,16183.5,13840.25,2606.5,2164.25,2934.5,4959.75,14908.75,2748,4508,7022.25,9845.5,5017.75,3045.25,11891.25
K09818,21,22,16,14,0,0,62,55,38,33,33,0,28,15,18,26,6,0,34,19,90,46,43,5
K09819,152,110,23,17,6,6,142,215,192,155,74,2,106,77,117,79,40,4,134,67,180,201,196,22
K09820,133,89,11,12,6,6,102,171,159,127,46,2,81,63,101,54,34,4,109,53,106,172,163,19
K09822,155,130.5,731,2630,2232.5,1376.5,629.5,580.5,528.5,802.5,2093,3089.5,266,213,297.5,706.5,2618.5,289.5,437,1028.25,1632,731.25,341.75,2774.5
K09823,7631.7,6870.83,6661.83,5266.7,2917.5,1738,6020,5351.33,8002.83,5527.83,7113.83,3592,4631,3377.23,4631.2,3545,4612.7,558.23,6349.33,4759.92,9735.17,7431.08,5108.75,3295.83
K09825,684.5,625.5,668,1375.75,2815.25,2074.5,861,836.25,663,977.5,1121,1820.75,405,336.75,445.5,518.75,1196.75,1665.5,794,621,1403,986.5,674.5,1264.75
K09826,10429.2,9229.5,6412.5,2526.7,1155,931.5,5599,5201,7902,5217,5630,975,4786,3477.9,4834.2,3172,2373.2,253.4,6491.5,4018.5,9247.5,7207,5348,616
K09828,1,2.5,12,38.5,35,18.5,8.5,6,14,25,44,33,1.5,1.5,4,13.5,38.5,3.5,2.5,37,31.5,16.5,3.5,45.5
K09835,4,4,24,136,295,265,13,10,10,14,16,31,2,2,2,7,64,68,4,26,29,11,29,17
K09836,39,40,15,8,2,1,24,22,20,20,19,2,27,32,28,21,45,150,16,25,47,30,48,3
K09844,638.2,593,93,28.2,11,5,220,373,477,392,196,30,371,243.4,496.2,300,176.2,7.4,185,134,271,226,262,10
K09845,638.2,593,93,28.2,11,5,220,373,477,392,196,30,371,243.4,496.2,300,176.2,7.4,185,134,271,226,262,10
K09846,638.2,593,93,28.2,11,5,220,373,477,392,196,30,371,243.4,496.2,300,176.2,7.4,185,134,271,226,262,10
K09847,631,586,93,27,11,5,206,351,471,381,196,30,304,239,376,280,176,5,180,132,266,221,252,10
K09857,274,223.83,171.33,337.5,505.5,561.5,257,277.33,228.83,294.83,314.33,682.5,160,111.33,158.5,272,703.5,135.83,158.83,215.67,439.17,442.83,166.5,244.33
K09858,923,816.66,1256.16,3295.08,3380.75,2073.83,1251.83,1384.91,1190,1666.5,2864,4647.58,683,500.58,800.17,1130.08,3398.08,1583.83,1153.16,1448.42,2627.67,1564.58,939.42,3452.58
K09859,101,140.33,62.33,146,11,6,68,95.33,78.83,102.33,103.33,33.5,42,34.83,45,47.5,56,1.83,119.83,80.42,168.67,232.08,83.25,31.83
K09860,1002,971.33,183.33,89,900,590,258,436.33,566.83,511.33,301.33,133.5,367,292.83,453,340.5,306,227.83,238.83,191.42,477.67,420.08,363.25,145.83
K09861,8127,7199.99,6767.99,13323.08,11336.75,5920.83,5421.33,5672.24,5936.33,7250.83,16455.33,12708.08,3151,2527.41,3591.17,5249.58,14348.08,2154.66,5145.99,7292.09,10859.84,5831.41,4066.92,11083.41
K09862,2446.7,2212.83,1717.83,1823.7,1368.5,1055,2042,1861.33,1840.83,2273.83,1712.83,881,1479,1132.23,1415.2,1299,1521.7,397.23,2601.33,1306.92,3445.17,2492.08,1762.75,595.83
K09866,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K09880,159.5,151.33,171.33,297,56.5,22.5,291,333.33,253.83,317.83,322.83,87,141,114.33,166,242,463.5,9.83,134.83,219.42,448.67,424.08,129.75,95.83
K09882,11776.2,10385.5,6884.5,2578.7,724,424.5,6242,5712,8458,5654,6033,418,5127,3772.9,5117.2,3357,2307.2,287.4,6963.5,4530.5,10390.5,8040,6273,507
K09883,11761.2,10376.5,6880.5,2578.7,724,424.5,6229,5669,8445,5616,6018,417,5125,3770.9,5116.2,3357,2305.2,287.4,6961.5,4525.5,10381.5,8034,6266,506
K09888,17789.2,15549.99,11431.49,7785.53,6240,4113.83,11229.83,10463.99,14515.83,10596.33,12265.83,4622.33,7950,5857.06,7892.37,5928.33,6849.53,1375.56,10303.49,8013.59,17393.34,13126.41,9894.42,4702.66
K09889,422.5,409.33,841.33,2974,3096.5,1917.5,678,652.33,563.83,827.83,1969.83,3349,278,196.33,302,768,2826.5,501.83,384.83,1048.42,1503.67,781.08,363.75,2998.83
K09890,55,53.33,39.33,10,5,2,35,53.33,49.83,54.33,47.33,5.5,14,19.83,24,14.5,9,0.83,26.83,35.67,62.17,151.33,48.5,5.83
K09891,11,13.33,13.33,4,4,2,8,5.33,2.83,5.33,3.33,1.5,3,2.83,3,2.5,1,0.83,17.83,15.67,27.17,127.33,19.5,3.83
