ASV,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
Zotu2906,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3221,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4065,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu818,0,0,0,1,8,10,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1
Zotu900,0,1,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,1,2,3,0
Zotu2904,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1174,0,1,0,1,2,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Zotu2911,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu493,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0
Zotu4063,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu1260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu324,0,0,0,1,6,9,8,4,2,1,7,0,6,6,0,6,7,0,4,3,5,6,2,0
Zotu4366,0,0,0,2,0,0,0,0,0,0,6,32,0,0,0,2,3,1,0,1,0,0,0,14
Zotu2912,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3223,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2909,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4123,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2497,0,0,0,1,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,3,1,0,1
Zotu1440,0,0,0,2,9,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Zotu816,0,0,0,1,16,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Zotu571,0,0,0,2,36,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7
Zotu1532,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,1
Zotu4113,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu865,0,0,0,1,6,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
Zotu4112,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4109,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu3212,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu2253,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Zotu2419,0,0,0,2,1,1,0,0,0,0,5,8,0,0,0,2,7,0,0,1,0,0,0,8
Zotu150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0
Zotu366,0,0,0,2,0,0,1,0,2,0,3,17,0,0,1,4,37,0,0,1,0,0,0,3
Zotu915,0,0,0,2,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,6,6,1,0
Zotu2848,0,0,0,1,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,1,0,1,0,1
Zotu489,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Zotu3217,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2900,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1004,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3,2,1,1
Zotu1416,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0
Zotu4085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4060,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4061,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1268,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0,1
Zotu1447,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu1797,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2277,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu822,2,2,0,1,0,0,6,4,0,3,0,0,3,1,1,2,1,0,0,0,0,1,0,0
Zotu2122,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu814,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0
Zotu144,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Zotu3242,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4219,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Zotu3239,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4089,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Zotu2116,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Zotu482,0,0,0,1,19,10,0,0,0,0,0,6,0,0,0,0,1,14,0,0,0,0,0,1
Zotu3226,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4550,0,0,0,2,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,2
Zotu2254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu232,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,2,1,0,0,1,2,0,0,1
Zotu1198,3,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0
Zotu1258,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0
Zotu1166,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0
Zotu4098,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0
Zotu3233,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1163,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
Zotu130,0,2,0,1,0,0,5,1,6,1,0,0,0,1,1,0,2,1,0,0,1,0,3,0
Zotu937,0,0,0,1,5,4,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Zotu2192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu1000,0,1,0,1,0,0,4,0,0,4,2,0,0,1,0,0,0,0,0,0,3,0,0,0
Zotu1354,0,0,0,1,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1421,0,0,0,1,11,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0
Zotu4001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4057,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0
Zotu2334,0,0,0,1,0,0,0,1,1,3,10,4,0,0,0,0,4,0,0,2,3,0,0,1
Zotu3943,0,0,0,1,9,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Zotu586,20,13,0,1,0,0,1,0,4,4,0,1,1,5,3,3,7,0,1,0,2,1,5,0
Zotu1753,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Zotu3995,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3646,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2510,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2148,0,0,0,1,33,2,0,0,0,0,0,6,0,0,0,1,3,1,0,0,0,0,0,3
Zotu3892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1487,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,5,2,0,2,0,0,0,0
Zotu4054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu2535,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1
Zotu1250,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu184,0,0,0,0,48,101,0,1,0,0,0,9,0,0,0,0,4,14,1,0,0,0,0,15
Zotu3591,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu720,0,0,0,0,12,8,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Zotu959,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Zotu4616,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu743,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Zotu656,0,0,0,0,9,11,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0
Zotu3162,0,0,0,0,11,5,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2
Zotu916,0,0,0,0,5,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7
Zotu2791,0,0,0,0,1,1,0,0,0,1,1,7,0,0,0,0,3,0,0,0,0,0,0,1
Zotu762,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu1769,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu989,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Zotu675,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu522,0,0,0,0,28,21,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2
Zotu536,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu120,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1
Zotu2247,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu198,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4078,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Zotu781,0,0,0,0,8,5,0,0,0,0,0,4,0,0,0,0,5,3,0,1,0,0,0,6
Zotu3596,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu1210,0,0,0,0,2,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Zotu1083,0,0,0,0,7,2,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1
Zotu693,1,0,0,0,1,0,0,3,1,3,0,0,0,1,0,0,0,15,2,2,0,1,4,1
Zotu4082,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2243,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Zotu514,4,2,0,0,1,0,8,11,5,13,7,0,1,2,1,3,0,0,7,1,2,6,5,0
Zotu804,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu820,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1080,0,3,0,0,1,0,2,2,1,2,2,0,0,2,1,0,0,0,0,0,2,0,0,0
Zotu4558,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu715,0,0,0,0,18,10,0,0,0,0,0,3,0,0,0,2,4,9,0,0,0,0,0,1
Zotu2984,0,0,0,0,14,2,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,2
Zotu1621,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5
Zotu490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu3584,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Zotu611,1,22,0,0,7,5,0,0,0,0,0,0,0,9,0,0,2,2,0,2,2,0,0,0
Zotu158,0,0,0,0,12,20,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,7
Zotu3062,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu857,0,0,0,0,21,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Zotu1295,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1
Zotu3192,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3824,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2224,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1125,0,0,0,0,1,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1266,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu315,0,0,0,0,14,16,0,0,0,0,0,4,0,0,0,0,1,2,0,0,1,1,0,98
Zotu690,0,2,0,0,1,0,17,13,8,9,6,2,0,0,0,1,0,3,3,2,10,2,3,0
Zotu3058,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu780,1,0,0,0,12,13,0,0,0,0,0,0,0,0,2,1,0,0,1,1,2,0,0,1
Zotu481,0,0,0,0,20,21,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3
Zotu4075,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2202,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Zotu3207,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Zotu3977,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1826,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Zotu692,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1
Zotu2194,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
Zotu3210,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu705,0,0,0,0,2,0,3,11,7,7,4,3,0,0,0,0,0,0,0,0,2,3,3,2
Zotu4072,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1034,0,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
Zotu469,0,0,0,0,15,30,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,1
Zotu2228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Zotu1263,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
Zotu3116,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Zotu1694,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1545,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3208,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2522,0,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,1
Zotu3988,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3987,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu850,0,0,0,0,3,12,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0
Zotu1279,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3045,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1697,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Zotu1296,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Zotu2675,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3203,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1534,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
Zotu947,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Zotu3859,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1230,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Zotu3910,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu739,1,0,0,0,3,1,0,1,2,1,0,1,1,0,0,0,1,0,0,1,4,1,2,0
Zotu922,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4
Zotu1738,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu3682,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1734,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Zotu3295,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Zotu1016,0,0,0,0,7,5,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3
Zotu3653,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2566,0,0,0,0,4,4,0,0,0,0,0,1,0,0,1,0,9,0,0,0,1,0,0,2
Zotu1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu861,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2
Zotu3922,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4044,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4043,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3551,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu918,0,0,0,0,13,3,0,0,0,0,0,1,0,0,0,1,6,4,0,0,0,0,0,2
Zotu1528,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu2948,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1607,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,8,0,0,0,0,0,3
Zotu1081,0,0,0,0,8,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1
Zotu1058,0,0,0,0,13,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
Zotu1493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1
Zotu738,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,9
Zotu3272,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4548,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1574,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu3277,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4019,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu1130,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,2,1,0,1,0,0,0,1
Zotu1094,1,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0
Zotu2959,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu3890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu2156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1346,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
Zotu1073,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu1203,0,0,0,0,8,6,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Zotu1007,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
Zotu3002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4027,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1599,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu4378,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3137,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Zotu1865,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu476,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1158,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2201,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
Zotu1696,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4573,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1327,5,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1592,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3296,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu846,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,9,9,3,0
Zotu2985,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2986,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3879,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4672,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu2196,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
Zotu3970,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2451,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1905,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu3158,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2983,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3648,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
Zotu1340,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,0,0
Zotu3881,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2129,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu2127,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4577,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1575,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1275,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
Zotu3883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu1565,1,0,0,0,2,0,0,2,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0
Zotu3957,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2123,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Zotu1586,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu1351,3,1,0,0,1,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,1,2,1,0
Zotu4581,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3839,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
